Timestamp	IR Status	Ultrasonic Status	Temperature	Humidity	Headcount	Brightness Level
02:41:28	1	1652.56	53.36	10	21.6	70.5	0	10
02:41:29	1	270.11	53.41	10	21.6	70.5	0	10
02:41:30	1	257.19	53.11	10	21.6	70.5	0	10
02:41:31	1	95.68	50.15	10	21.6	70.5	1	100
02:41:33	1	90.81	49.92	10	21.6	70.5	1	100
02:41:34	1	1297.11	48.75	10	21.6	70.5	0	10
02:41:36	1	97.68	46.18	10	21.6	70.5	1	100
02:41:38	1	40.4	50.18	10	21.6	70.5	1	100
02:41:39	1	64.69	49.66	10	21.6	70.5	1	100
02:41:40	1	69.72	44.88	10	21.6	70.5	1	100
02:41:41	1	77.36	40.74	10	21.6	70.5	1	100
02:41:43	1	64.44	31.63	10	21.6	70.5	1	100
02:41:45	1	60.11	30.85	10	21.6	70.5	1	100
02:41:46	1	50.7	34.35	10	21.6	70.5	1	100
02:41:48	1	49.31	28.79	10	21.6	70.5	1	100
02:41:50	1	40.64	28.56	10	21.6	70.5	1	100
02:41:53	1	39.83	17.56	10	21.6	70.5	1	100
02:41:56	1	39.83	21.28	10	21.6	70.5	1	100
02:41:57	1	269.83	52.97	10	21.6	70.5	0	10
02:41:59	1	1651.66	53.19	10	21.6	70.5	0	10
02:42:00	1	1656.24	53.41	10	21.6	70.5	0	10
02:42:01	1	273.83	53.26	10	21.6	70.5	0	10
02:42:02	1	278.53	53.23	10	21.6	70.5	0	10
02:42:04	1	1271.6	48.56	10	21.6	70.5	0	10
